Organism_name	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin	Prothionamide	Ethionamide	URL
SAMN03649008	R	R	S	No result	R	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649009	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649010	R	R	S	R	R	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649011	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649012	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649013	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649014	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649015	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649016	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649017	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649018	R	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649019	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649020	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649021	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649022	R	R	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649023	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649024	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649025	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649026	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649027	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649028	S	S	S	S	R	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649029	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649030	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649031	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649032	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649033	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649034	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649035	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649036	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649037	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649038	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649039	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649040	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649041	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649042	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649043	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649044	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649045	R	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649046	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649047	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649048	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649049	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649050	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649051	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649052	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649053	R	R	R	R	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649054	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649055	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649056	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649057	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649058	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649059	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649060	S	S	S	R	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649061	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649062	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649063	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649064	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649065	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649066	S	S	S	No result	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649067	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649068	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649069	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649070	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649071	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649072	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649073	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649074	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN03649075	S	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMN04009426	R	R	R	-	R	-	-	R	-	-	R	-	R	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009427	R	R	S	-	R	-	-	R	-	-	R	-	R	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009428	R	R	R	-	R	-	-	-	-	-	-	-	R	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009429	R	R	R	-	R	-	-	R	-	-	R	-	R	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009430	R	R	-	-	-	-	-	-	-	-	S	-	S	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009431	R	R	S	R	R	-	-	-	-	-	S	-	S	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009432	R	-	S	-	S	-	-	-	-	-	S	-	S	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009433	R	R	R	R	R	-	-	R	-	-	S	-	R	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009434	R	R	S	R	R	-	-	S	-	-	S	-	-	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009435	R	R	S	R	R	-	-	S	-	-	S	-	S	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN04009436	R	R	S	R	R	-	-	S	-	-	S	-	S	http://www.nature.com/ng/journal/v45/n10/full/ng.2747.html
SAMN05276302	R	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276305	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276307	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276309	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276311	R	R	R	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276312	R	S	R	R	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276318	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276319	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276320	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276322	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276324	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276327	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276331	R	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276332	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276333	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276334	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276335	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276336	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276338	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276339	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276344	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276345	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276346	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276347	R	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276348	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276349	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276350	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276351	R	S	S	R	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276352	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276353	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276355	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276356	R	R	R	S	R	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276357	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276358	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276364	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276365	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276367	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276369	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276370	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276371	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276374	R	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276378	R	R	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276379	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276380	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276381	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276382	R	R	R	S	R	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276383	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276384	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276389	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276390	S	S	S	R	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276391	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276392	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276394	R	R	S	S	R	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276396	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276399	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276400	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276402	R	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276406	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276409	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276411	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276412	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276415	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276419	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276423	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276424	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276425	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276426	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276430	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276431	F	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276432	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276438	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276441	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276442	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276445	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276446	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276449	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276450	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276451	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276454	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276455	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276456	S	S	S	S	R	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276460	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276462	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276464	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276467	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276468	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276469	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276470	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276471	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276475	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276482	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276483	S	S	S	S	R	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276484	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276489	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276491	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276493	R	R	R	S	R	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276495	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276496	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276498	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276500	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276501	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276502	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276503	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276504	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276505	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276506	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276508	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276513	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276514	S	S	S	S	S	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276516	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276525	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276528	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276529	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276531	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276532	R	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276533	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276535	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276536	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276538	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276541	F	F	F	F	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276542	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276544	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276545	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276547	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276548	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276552	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
